#,Group Code,Group Description,Desc,Age,Condition,Qty,Item Amount,Reported Cost,Unit Cost,Coverage,Sales Tax,RCV,Life,Depreciation Type,Depreciation Amount,Recoverable,ACV,Tax,Replace,Cat,Sel,Owner,Original Vendor,Date,Unit Location,Note 1,Source Name,,,,,,,,,,,,,,,,,,,,,,,,
1,GENERAL_COND,General Conditions,Temporary hand washing station (per month),0.00,Average,9.00,"1,710.00",0.00,190.00,Loc 1 Bldg 1,0.00,"$2,052.00",0.00,Age/Condition,0.00,Yes,"2,052.00",Yes,No,TMP,HWS,PAULGAGN,,2022-10-18,Unit 163 BLDG,,,,,,,,,,,,,,,,,,,,,,,,,,
2,GENERAL_COND,General Conditions,Temporary toilet (per month),0.00,Average,18.00,"2,142.00",0.00,119.00,Loc 1 Bldg 1,0.00,"$2,570.40",0.00,Age/Condition,0.00,Yes,"2,570.40",Yes,No,TMP,TLT,PAULGAGN,,2022-10-18,Unit 163 BLDG,"Above line is for 3 men's toilets, 3 women's toilets, and 3 handwashing stations for 3 months each",,,,,,,,,,,,,,,,,,,,,,,,,
3,GENERAL_COND,General Conditions,Commercial Supervision / Project Management - per hour,0.00,Average,160.00,"12,859.20",0.00,80.37,Loc 1 Bldg 1,0.00,"$15,431.04",0.00,Age/Condition,0.00,Yes,"15,431.04",Yes,No,LAB,SUPERC,PAULGAGN,,2022-10-18,Unit 163 BLDG,Above line is for project manager for 3 months with the PM on site every 3 days.,,,,,,,,,,,,,,,,,,,,,,,,,
4,GENERAL_COND,General Conditions,Fall protection harness and lanyard - per day,0.00,Average,360.00,"2,880.00",0.00,8.00,Loc 1 Bldg 1,0.00,"$3,456.00",0.00,Age/Condition,0.00,Yes,"3,456.00",Yes,No,SCF,RNTHLD,PAULGAGN,,2022-10-18,Unit 163 BLDG,12 man crew for 5 days per address @ 6 addresses,,,,,,,,,,,,,,,,,,,,,,,,,
5,GENERAL_COND,General Conditions,Telehandler/forklift and operator,0.00,Average,80.00,"10,016.00",0.00,125.20,Loc 1 Bldg 1,0.00,"$12,019.20",0.00,Percent,0.00,Yes,"12,019.20",Yes,No,EQU,TELEH,PAULGAGN,,2022-10-12,Unit 163 BLDG,,,,,,,,,,,,,,,,,,,,,,,,,,
6,DEF_163_GEN2,163 General Conditions,Commercial Supervision / Project Management - per hour,0.00,Average,80.00,"6,429.60",0.00,80.37,Loc 5 Bldg 1,0.00,"$7,715.52",0.00,Age/Condition,0.00,Yes,"7,715.52",Yes,No,LAB,SUPERC,PAULGAGN,,2022-12-02,Unit 163 BLDG,,,,,,,,,,,,,,,,,,,,,,,,,,
7,DEF_163_GEN2,163 General Conditions,"Dumpster load - Approx. 30 yards, 5-7 tons of debris",0.00,Average,1.00,"1,015.00",0.00,"1,015.00",Loc 5 Bldg 1,0.00,"$1,218.00",0.00,Age/Condition,0.00,Yes,"1,218.00",Yes,No,DMO,DUMP>,PAULGAGN,,2022-12-02,Unit 163 BLDG,,,,,,,,,,,,,,,,,,,,,,,,,,
8,DEF_163_GEN2,163 General Conditions,Equipment Operator - per hour,0.00,Average,32.00,"2,400.00",0.00,75.00,Loc 5 Bldg 1,0.00,"$2,880.00",0.00,Age/Condition,0.00,Yes,"2,880.00",Yes,No,EQU,LAB,PAULGAGN,,2022-12-02,Unit 163 BLDG,,,,,,,,,,,,,,,,,,,,,,,,,,
9,DEF_163_GEN2,163 General Conditions,Telehandler/forklift (per day) - no operator,0.00,Average,3.00,"1,350.00",0.00,450.00,Loc 5 Bldg 1,0.00,"$1,620.00",0.00,Age/Condition,0.00,Yes,"1,620.00",Yes,No,EQU,TELEHD,PAULGAGN,,2022-12-02,Unit 163 BLDG,Rooftop shingle load and material lift to penthouse apartments,,,,,,,,,,,,,,,,,,,,,,,,,
10,DEF_163_ROOF,163 Roof Structure,Clean stucco,0.00,Average,"2,015.90","1,592.56",0.00,0.79,Loc 1 Bldg 1,135.31,"$2,046.67",0.00,Age/Condition,0.00,Yes,"2,046.67",Yes,No,CLN,STU,PAULGAGN,,2022-10-17,Unit 163 BLDG,,,,,,,,,,,,,,,,,,,,,,,,,,
11,DEF_163_ROOF,163 Roof Structure,Paint stucco,0.00,Average,"2,015.90","1,955.42",0.00,0.97,Loc 1 Bldg 1,19.76,"$2,370.22",15.00,Age/Condition,0.00,Yes,"2,370.22",Yes,No,PNT,STUP,PAULGAGN,,2022-10-20,Unit 163 BLDG,,,,,,,,,,,,,,,,,,,,,,,,,,
12,DEF_163_ROOF,163 Roof Structure,Seal stucco - elastomeric sealer,0.00,Average,"2,015.90","2,136.85",0.00,1.06,Loc 1 Bldg 1,59.27,"$2,635.36",15.00,Age/Condition,0.00,Yes,"2,635.36",Yes,No,PNT,STUS+,PAULGAGN,,2022-10-20,Unit 163 BLDG,,,,,,,,,,,,,,,,,,,,,,,,,,
13,DEF_163_ROOF,163 Roof Structure,"2"" x 10"" x 8' #2 & better Fir / Larch (material only)",0.00,Average,4.00,64.56,0.00,16.14,Loc 1 Bldg 1,4.52,$82.90,150.00,Percent,0.00,Yes,82.90,Yes,No,FRM,2X10X8,PAULGAGN,,2022-11-09,Unit 163 BLDG,,,,,,,,,,,,,,,,,,,,,,,,,,
14,DEF_163_ROOF,163 Roof Structure,"2"" x 8"" x 20' #2 & better Fir / Larch (material only)",0.00,Average,15.00,540.30,0.00,36.02,Loc 1 Bldg 1,37.82,$693.74,150.00,Percent,0.00,Yes,693.74,Yes,No,FRM,2X8X20,PAULGAGN,,2022-11-09,Unit 163 BLDG,,,,,,,,,,,,,,,,,,,,,,,,,,
15,DEF_163_ROOF,163 Roof Structure,"2"" x 6"" x 20' #2 & better Fir / Larch (material only)",0.00,Average,8.00,221.52,0.00,27.69,Loc 1 Bldg 1,15.51,$284.43,150.00,Percent,0.00,Yes,284.43,Yes,No,FRM,2X6X20,PAULGAGN,,2022-11-09,Unit 163 BLDG,,,,,,,,,,,,,,,,,,,,,,,,,,
16,DEF_163_ROOF,163 Roof Structure,"2"" x 6"" x 8' #2 & better Fir / Larch (material only)",0.00,Average,5.00,56.10,0.00,11.22,Loc 1 Bldg 1,3.93,$72.03,150.00,Percent,0.00,Yes,72.03,Yes,No,FRM,2X6X8,PAULGAGN,,2022-11-09,Unit 163 BLDG,,,,,,,,,,,,,,,,,,,,,,,,,,
17,DEF_163_ROOF,163 Roof Structure,Rafters - 2x8 - stick frame roof (using rafter length),0.00,Average,320.00,"2,358.40",0.00,7.37,Loc 1 Bldg 1,52.64,"$2,893.24",150.00,Percent,0.00,Yes,"2,893.24",Yes,No,FRM,RF8LF,PAULGAGN,,2022-11-09,Unit 163 BLDG,,,,,,,,,,,,,,,,,,,,,,,,,,
18,DEF_163_ROOF,163 Roof Structure,Rafters - 2x10 - stick frame roof (using rafter length),0.00,Average,24.00,197.52,0.00,8.23,Loc 1 Bldg 1,4.47,$242.39,150.00,Percent,0.00,Yes,242.39,Yes,No,FRM,RF10LF,PAULGAGN,,2022-11-09,Unit 163 BLDG,,,,,,,,,,,,,,,,,,,,,,,,,,
19,DEF_163_ROOF,163 Roof Structure,Rafters - 2x6 - stick frame roof (using rafter length),0.00,Average,220.00,"1,344.20",0.00,6.11,Loc 1 Bldg 1,29.41,"$1,648.33",150.00,Percent,0.00,Yes,"1,648.33",Yes,No,FRM,RF6LF,PAULGAGN,,2022-11-09,Unit 163 BLDG,,,,,,,,,,,,,,,,,,,,,,,,,,
20,DEF_163_ROOF,163 Roof Structure,"Sheathing - OSB - 1/2""",0.00,Average,384.00,"1,171.20",0.00,3.05,Loc 1 Bldg 1,29.30,"$1,440.60",150.00,Percent,0.00,Yes,"1,440.60",Yes,No,FRM,SHW1/2,PAULGAGN,,2022-11-09,Unit 163 BLDG,,,,,,,,,,,,,,,,,,,,,,,,,,
